protein,gn,cancer_mut_count
ACKR1,gn4x35,NA
ACKR2,gn4x35,NA
ACKR3,gn4x35,NA
ACKR4,gn4x35,NA
CCRL2,gn4x35,NA
CCR1,gn4x36,NA
CCR2,gn4x36,NA
CCR3,gn4x36,NA
CCR4,gn4x36,NA
CCR5,gn4x36,NA
CCR6,gn4x36,NA
CCR7,gn4x36,NA
CCR8,gn4x36,NA
CCR9,gn4x36,1
CCR10,gn4x36,NA
CXCR1,gn4x36,NA
CXCR2,gn4x36,NA
CXCR3,gn4x36,NA
CXCR4,gn4x36,NA
CXCR5,gn4x36,NA
CXCR6,gn4x36,NA
CX3CR1,gn4x36,NA
XCR1,gn4x36,NA
ACKR1,gn4x36,NA
ACKR2,gn4x36,NA
ACKR3,gn4x36,NA
ACKR4,gn4x36,NA
CCRL2,gn4x36,NA
CCR1,gn4x37,NA
CCR2,gn4x37,NA
CCR3,gn4x37,NA
CCR4,gn4x37,NA
CCR5,gn4x37,NA
CCR6,gn4x37,NA
CCR7,gn4x37,NA
CCR8,gn4x37,NA
CCR9,gn4x37,0
CCR10,gn4x37,NA
CXCR1,gn4x37,NA
CXCR2,gn4x37,NA
CXCR3,gn4x37,NA
CXCR4,gn4x37,NA
CXCR5,gn4x37,NA
CXCR6,gn4x37,NA
CX3CR1,gn4x37,NA
XCR1,gn4x37,NA
ACKR1,gn4x37,NA
ACKR2,gn4x37,NA
ACKR3,gn4x37,NA
ACKR4,gn4x37,NA
CCRL2,gn4x37,NA
CCR1,gn4x38,0
CCR2,gn4x38,0
CCR3,gn4x38,0
CCR4,gn4x38,0
CCR5,gn4x38,0
CCR6,gn4x38,1
CCR7,gn4x38,0
CCR8,gn4x38,0
CCR9,gn4x38,0
CCR10,gn4x38,0
CXCR1,gn4x38,0
CXCR2,gn4x38,0
CXCR3,gn4x38,0
CXCR4,gn4x38,0
CXCR5,gn4x38,1
CXCR6,gn4x38,0
CX3CR1,gn4x38,0
XCR1,gn4x38,0
ACKR1,gn4x38,0
ACKR2,gn4x38,0
ACKR3,gn4x38,0
ACKR4,gn4x38,0
CCRL2,gn4x38,1
CCR1,gn4x39,1
CCR2,gn4x39,0
CCR3,gn4x39,0
CCR4,gn4x39,0
CCR5,gn4x39,0
CCR6,gn4x39,0
CCR7,gn4x39,0
CCR8,gn4x39,0
CCR9,gn4x39,0
CCR10,gn4x39,0
CXCR1,gn4x39,0
CXCR2,gn4x39,0
CXCR3,gn4x39,0
CXCR4,gn4x39,0
CXCR5,gn4x39,0
CXCR6,gn4x39,0
CX3CR1,gn4x39,0
XCR1,gn4x39,1
ACKR1,gn4x39,0
ACKR2,gn4x39,1
ACKR3,gn4x39,0
ACKR4,gn4x39,1
CCRL2,gn4x39,0
CCR1,gn4x40,0
CCR2,gn4x40,0
CCR3,gn4x40,0
CCR4,gn4x40,0
CCR5,gn4x40,0
CCR6,gn4x40,0
CCR7,gn4x40,0
CCR8,gn4x40,0
CCR9,gn4x40,0
CCR10,gn4x40,0
CXCR1,gn4x40,0
CXCR2,gn4x40,0
CXCR3,gn4x40,0
CXCR4,gn4x40,0
CXCR5,gn4x40,0
CXCR6,gn4x40,0
CX3CR1,gn4x40,1
XCR1,gn4x40,0
ACKR1,gn4x40,0
ACKR2,gn4x40,1
ACKR3,gn4x40,0
ACKR4,gn4x40,0
CCRL2,gn4x40,0
CCR1,gn4x41,1
CCR2,gn4x41,0
CCR3,gn4x41,0
CCR4,gn4x41,0
CCR5,gn4x41,0
CCR6,gn4x41,2
CCR7,gn4x41,0
CCR8,gn4x41,0
CCR9,gn4x41,0
CCR10,gn4x41,0
CXCR1,gn4x41,0
CXCR2,gn4x41,0
CXCR3,gn4x41,3
CXCR4,gn4x41,0
CXCR5,gn4x41,0
CXCR6,gn4x41,0
CX3CR1,gn4x41,1
XCR1,gn4x41,0
ACKR1,gn4x41,0
ACKR2,gn4x41,0
ACKR3,gn4x41,0
ACKR4,gn4x41,0
CCRL2,gn4x41,0
CCR1,gn4x42,0
CCR2,gn4x42,0
CCR3,gn4x42,0
CCR4,gn4x42,0
CCR5,gn4x42,0
CCR6,gn4x42,0
CCR7,gn4x42,0
CCR8,gn4x42,0
CCR9,gn4x42,0
CCR10,gn4x42,0
CXCR1,gn4x42,0
CXCR2,gn4x42,1
CXCR3,gn4x42,3
CXCR4,gn4x42,1
CXCR5,gn4x42,0
CXCR6,gn4x42,1
CX3CR1,gn4x42,0
XCR1,gn4x42,0
ACKR1,gn4x42,0
ACKR2,gn4x42,0
ACKR3,gn4x42,3
ACKR4,gn4x42,1
CCRL2,gn4x42,1
CCR1,gn4x43,0
CCR2,gn4x43,0
CCR3,gn4x43,0
CCR4,gn4x43,0
CCR5,gn4x43,0
CCR6,gn4x43,0
CCR7,gn4x43,0
CCR8,gn4x43,0
CCR9,gn4x43,0
CCR10,gn4x43,0
CXCR1,gn4x43,0
CXCR2,gn4x43,1
CXCR3,gn4x43,0
CXCR4,gn4x43,0
CXCR5,gn4x43,0
CXCR6,gn4x43,0
CX3CR1,gn4x43,0
XCR1,gn4x43,1
ACKR1,gn4x43,0
ACKR2,gn4x43,0
ACKR3,gn4x43,1
ACKR4,gn4x43,0
CCRL2,gn4x43,0
CCR1,gn4x44,0
CCR2,gn4x44,0
CCR3,gn4x44,0
CCR4,gn4x44,0
CCR5,gn4x44,0
CCR6,gn4x44,0
CCR7,gn4x44,0
CCR8,gn4x44,1
CCR9,gn4x44,0
CCR10,gn4x44,0
CXCR1,gn4x44,0
CXCR2,gn4x44,2
CXCR3,gn4x44,0
CXCR4,gn4x44,0
CXCR5,gn4x44,0
CXCR6,gn4x44,0
CX3CR1,gn4x44,0
XCR1,gn4x44,0
ACKR1,gn4x44,0
ACKR2,gn4x44,0
ACKR3,gn4x44,0
ACKR4,gn4x44,0
CCRL2,gn4x44,0
CCR1,gn4x45,0
CCR2,gn4x45,0
CCR3,gn4x45,0
CCR4,gn4x45,0
CCR5,gn4x45,0
CCR6,gn4x45,0
CCR7,gn4x45,0
CCR8,gn4x45,0
CCR9,gn4x45,1
CCR10,gn4x45,0
CXCR1,gn4x45,0
CXCR2,gn4x45,0
CXCR3,gn4x45,0
CXCR4,gn4x45,0
CXCR5,gn4x45,0
CXCR6,gn4x45,0
CX3CR1,gn4x45,0
XCR1,gn4x45,0
ACKR1,gn4x45,0
ACKR2,gn4x45,0
ACKR3,gn4x45,0
ACKR4,gn4x45,0
CCRL2,gn4x45,0
CCR1,gn4x46,0
CCR2,gn4x46,0
CCR3,gn4x46,1
CCR4,gn4x46,0
CCR5,gn4x46,0
CCR6,gn4x46,0
CCR7,gn4x46,1
CCR8,gn4x46,0
CCR9,gn4x46,0
CCR10,gn4x46,0
CXCR1,gn4x46,0
CXCR2,gn4x46,0
CXCR3,gn4x46,0
CXCR4,gn4x46,0
CXCR5,gn4x46,0
CXCR6,gn4x46,0
CX3CR1,gn4x46,0
XCR1,gn4x46,0
ACKR1,gn4x46,0
ACKR2,gn4x46,0
ACKR3,gn4x46,0
ACKR4,gn4x46,0
CCRL2,gn4x46,0
CCR1,gn4x47,0
CCR2,gn4x47,0
CCR3,gn4x47,0
CCR4,gn4x47,1
CCR5,gn4x47,0
CCR6,gn4x47,0
CCR7,gn4x47,0
CCR8,gn4x47,1
CCR9,gn4x47,0
CCR10,gn4x47,0
CXCR1,gn4x47,0
CXCR2,gn4x47,0
CXCR3,gn4x47,0
CXCR4,gn4x47,0
CXCR5,gn4x47,0
CXCR6,gn4x47,0
CX3CR1,gn4x47,1
XCR1,gn4x47,0
ACKR1,gn4x47,0
ACKR2,gn4x47,1
ACKR3,gn4x47,0
ACKR4,gn4x47,0
CCRL2,gn4x47,0
CCR1,gn4x48,0
CCR2,gn4x48,0
CCR3,gn4x48,1
CCR4,gn4x48,0
CCR5,gn4x48,0
CCR6,gn4x48,0
CCR7,gn4x48,0
CCR8,gn4x48,0
CCR9,gn4x48,0
CCR10,gn4x48,0
CXCR1,gn4x48,0
CXCR2,gn4x48,0
CXCR3,gn4x48,0
CXCR4,gn4x48,0
CXCR5,gn4x48,0
CXCR6,gn4x48,0
CX3CR1,gn4x48,0
XCR1,gn4x48,0
ACKR1,gn4x48,0
ACKR2,gn4x48,0
ACKR3,gn4x48,0
ACKR4,gn4x48,0
CCRL2,gn4x48,0
CCR1,gn4x49,0
CCR2,gn4x49,0
CCR3,gn4x49,1
CCR4,gn4x49,0
CCR5,gn4x49,0
CCR6,gn4x49,0
CCR7,gn4x49,0
CCR8,gn4x49,0
CCR9,gn4x49,1
CCR10,gn4x49,0
CXCR1,gn4x49,0
CXCR2,gn4x49,0
CXCR3,gn4x49,0
CXCR4,gn4x49,0
CXCR5,gn4x49,0
CXCR6,gn4x49,1
CX3CR1,gn4x49,0
XCR1,gn4x49,0
ACKR1,gn4x49,0
ACKR2,gn4x49,0
ACKR3,gn4x49,0
ACKR4,gn4x49,0
CCRL2,gn4x49,0
CCR1,gn4x50,0
CCR2,gn4x50,0
CCR3,gn4x50,0
CCR4,gn4x50,0
CCR5,gn4x50,0
CCR6,gn4x50,0
CCR7,gn4x50,0
CCR8,gn4x50,0
CCR9,gn4x50,1
CCR10,gn4x50,0
CXCR1,gn4x50,0
CXCR2,gn4x50,1
CXCR3,gn4x50,0
CXCR4,gn4x50,0
CXCR5,gn4x50,0
CXCR6,gn4x50,0
CX3CR1,gn4x50,1
XCR1,gn4x50,1
ACKR1,gn4x50,0
ACKR2,gn4x50,0
ACKR3,gn4x50,0
ACKR4,gn4x50,0
CCRL2,gn4x50,0
CCR1,gn4x51,0
CCR2,gn4x51,0
CCR3,gn4x51,1
CCR4,gn4x51,0
CCR5,gn4x51,0
CCR6,gn4x51,0
CCR7,gn4x51,0
CCR8,gn4x51,0
CCR9,gn4x51,0
CCR10,gn4x51,0
CXCR1,gn4x51,1
CXCR2,gn4x51,0
CXCR3,gn4x51,0
CXCR4,gn4x51,1
CXCR5,gn4x51,0
CXCR6,gn4x51,0
CX3CR1,gn4x51,0
XCR1,gn4x51,0
ACKR1,gn4x51,0
ACKR2,gn4x51,0
ACKR3,gn4x51,0
ACKR4,gn4x51,1
CCRL2,gn4x51,1
CCR1,gn4x52,0
CCR2,gn4x52,0
CCR3,gn4x52,0
CCR4,gn4x52,0
CCR5,gn4x52,0
CCR6,gn4x52,0
CCR7,gn4x52,0
CCR8,gn4x52,0
CCR9,gn4x52,0
CCR10,gn4x52,0
CXCR1,gn4x52,0
CXCR2,gn4x52,0
CXCR3,gn4x52,0
CXCR4,gn4x52,1
CXCR5,gn4x52,0
CXCR6,gn4x52,0
CX3CR1,gn4x52,0
XCR1,gn4x52,0
ACKR1,gn4x52,0
ACKR2,gn4x52,0
ACKR3,gn4x52,0
ACKR4,gn4x52,0
CCRL2,gn4x52,1
CCR1,gn4x53,0
CCR2,gn4x53,0
CCR3,gn4x53,0
CCR4,gn4x53,0
CCR5,gn4x53,0
CCR6,gn4x53,0
CCR7,gn4x53,0
CCR8,gn4x53,2
CCR9,gn4x53,0
CCR10,gn4x53,0
CXCR1,gn4x53,0
CXCR2,gn4x53,1
CXCR3,gn4x53,0
CXCR4,gn4x53,0
CXCR5,gn4x53,0
CXCR6,gn4x53,0
CX3CR1,gn4x53,1
XCR1,gn4x53,0
ACKR1,gn4x53,0
ACKR2,gn4x53,0
ACKR3,gn4x53,0
ACKR4,gn4x53,1
CCRL2,gn4x53,0
CCR1,gn4x54,0
CCR2,gn4x54,0
CCR3,gn4x54,0
CCR4,gn4x54,0
CCR5,gn4x54,0
CCR6,gn4x54,1
CCR7,gn4x54,0
CCR8,gn4x54,0
CCR9,gn4x54,0
CCR10,gn4x54,0
CXCR1,gn4x54,0
CXCR2,gn4x54,0
CXCR3,gn4x54,0
CXCR4,gn4x54,2
CXCR5,gn4x54,0
CXCR6,gn4x54,0
CX3CR1,gn4x54,0
XCR1,gn4x54,0
ACKR1,gn4x54,0
ACKR2,gn4x54,0
ACKR3,gn4x54,0
ACKR4,gn4x54,0
CCRL2,gn4x54,0
CCR1,gn4x55,0
CCR2,gn4x55,0
CCR3,gn4x55,0
CCR4,gn4x55,0
CCR5,gn4x55,0
CCR6,gn4x55,0
CCR7,gn4x55,0
CCR8,gn4x55,0
CCR9,gn4x55,0
CCR10,gn4x55,0
CXCR1,gn4x55,0
CXCR2,gn4x55,0
CXCR3,gn4x55,0
CXCR4,gn4x55,0
CXCR5,gn4x55,0
CXCR6,gn4x55,0
CX3CR1,gn4x55,1
XCR1,gn4x55,0
ACKR1,gn4x55,0
ACKR2,gn4x55,0
ACKR3,gn4x55,0
ACKR4,gn4x55,0
CCRL2,gn4x55,1
CCR1,gn4x56,0
CCR2,gn4x56,0
CCR3,gn4x56,0
CCR4,gn4x56,0
CCR5,gn4x56,1
CCR6,gn4x56,0
CCR7,gn4x56,0
CCR8,gn4x56,0
CCR9,gn4x56,0
CCR10,gn4x56,0
CXCR1,gn4x56,0
CXCR2,gn4x56,0
CXCR3,gn4x56,0
CXCR4,gn4x56,1
CXCR5,gn4x56,0
CXCR6,gn4x56,0
CX3CR1,gn4x56,0
XCR1,gn4x56,0
ACKR1,gn4x56,0
ACKR2,gn4x56,1
ACKR3,gn4x56,1
ACKR4,gn4x56,0
CCRL2,gn4x56,0
CCR1,gn4x57,0
CCR2,gn4x57,0
CCR3,gn4x57,0
CCR4,gn4x57,0
CCR5,gn4x57,0
CCR6,gn4x57,2
CCR7,gn4x57,0
CCR8,gn4x57,0
CCR9,gn4x57,0
CCR10,gn4x57,1
CXCR1,gn4x57,0
CXCR2,gn4x57,0
CXCR3,gn4x57,1
CXCR4,gn4x57,0
CXCR5,gn4x57,0
CXCR6,gn4x57,0
CX3CR1,gn4x57,1
XCR1,gn4x57,0
ACKR1,gn4x57,0
ACKR2,gn4x57,0
ACKR3,gn4x57,0
ACKR4,gn4x57,0
CCRL2,gn4x57,0
CCR1,gn4x58,NA
CCR2,gn4x58,NA
CCR3,gn4x58,NA
CCR4,gn4x58,NA
CCR5,gn4x58,NA
CCR6,gn4x58,0
CCR7,gn4x58,NA
CCR8,gn4x58,NA
CCR9,gn4x58,NA
CCR10,gn4x58,NA
CXCR1,gn4x58,NA
CXCR2,gn4x58,NA
CXCR3,gn4x58,NA
CXCR4,gn4x58,NA
CXCR5,gn4x58,NA
CXCR6,gn4x58,NA
CX3CR1,gn4x58,NA
XCR1,gn4x58,0
ACKR1,gn4x58,NA
ACKR2,gn4x58,NA
ACKR3,gn4x58,NA
ACKR4,gn4x58,NA
CCRL2,gn4x58,NA
CCR1,gn4x59,0
CCR2,gn4x59,0
CCR3,gn4x59,0
CCR4,gn4x59,0
CCR5,gn4x59,0
CCR6,gn4x59,0
CCR7,gn4x59,0
CCR8,gn4x59,0
CCR9,gn4x59,0
CCR10,gn4x59,0
CXCR1,gn4x59,0
CXCR2,gn4x59,0
CXCR3,gn4x59,0
CXCR4,gn4x59,0
CXCR5,gn4x59,0
CXCR6,gn4x59,0
CX3CR1,gn4x59,0
XCR1,gn4x59,0
ACKR1,gn4x59,0
ACKR2,gn4x59,0
ACKR3,gn4x59,0
ACKR4,gn4x59,0
CCRL2,gn4x59,0
CCR1,gn4x60,0
CCR2,gn4x60,0
CCR3,gn4x60,2
CCR4,gn4x60,0
CCR5,gn4x60,0
CCR6,gn4x60,0
CCR7,gn4x60,0
CCR8,gn4x60,0
CCR9,gn4x60,0
CCR10,gn4x60,0
CXCR1,gn4x60,1
CXCR2,gn4x60,0
CXCR3,gn4x60,0
CXCR4,gn4x60,0
CXCR5,gn4x60,0
CXCR6,gn4x60,0
CX3CR1,gn4x60,0
XCR1,gn4x60,0
ACKR1,gn4x60,0
ACKR2,gn4x60,0
ACKR3,gn4x60,0
ACKR4,gn4x60,0
CCRL2,gn4x60,0
CCR1,gn4x61,0
CCR2,gn4x61,0
CCR3,gn4x61,0
CCR4,gn4x61,0
CCR5,gn4x61,0
CCR6,gn4x61,0
CCR7,gn4x61,0
CCR8,gn4x61,0
CCR9,gn4x61,0
CCR10,gn4x61,0
CXCR1,gn4x61,0
CXCR2,gn4x61,0
CXCR3,gn4x61,1
CXCR4,gn4x61,0
CXCR5,gn4x61,1
CXCR6,gn4x61,0
CX3CR1,gn4x61,0
XCR1,gn4x61,1
ACKR1,gn4x61,0
ACKR2,gn4x61,0
ACKR3,gn4x61,0
ACKR4,gn4x61,0
CCRL2,gn4x61,0
CCR1,gn4x62,0
CCR2,gn4x62,0
CCR3,gn4x62,0
CCR4,gn4x62,0
CCR5,gn4x62,0
CCR6,gn4x62,0
CCR7,gn4x62,1
CCR8,gn4x62,0
CCR9,gn4x62,0
CCR10,gn4x62,0
CXCR1,gn4x62,0
CXCR2,gn4x62,0
CXCR3,gn4x62,0
CXCR4,gn4x62,0
CXCR5,gn4x62,0
CXCR6,gn4x62,0
CX3CR1,gn4x62,0
XCR1,gn4x62,0
ACKR1,gn4x62,0
ACKR2,gn4x62,0
ACKR3,gn4x62,1
ACKR4,gn4x62,0
CCRL2,gn4x62,0
CCR1,gn4x63,0
CCR2,gn4x63,0
CCR3,gn4x63,0
CCR4,gn4x63,0
CCR5,gn4x63,0
CCR6,gn4x63,0
CCR7,gn4x63,0
CCR8,gn4x63,0
CCR9,gn4x63,0
CCR10,gn4x63,0
CXCR1,gn4x63,0
CXCR2,gn4x63,0
CXCR3,gn4x63,0
CXCR4,gn4x63,0
CXCR5,gn4x63,1
CXCR6,gn4x63,0
CX3CR1,gn4x63,0
XCR1,gn4x63,0
ACKR1,gn4x63,0
ACKR2,gn4x63,0
ACKR3,gn4x63,0
ACKR4,gn4x63,0
CCRL2,gn4x63,0
CCR1,gn4x64,0
CCR2,gn4x64,0
CCR3,gn4x64,1
CCR4,gn4x64,0
CCR5,gn4x64,0
CCR6,gn4x64,0
CCR7,gn4x64,0
CCR8,gn4x64,0
CCR9,gn4x64,0
CCR10,gn4x64,0
CXCR1,gn4x64,0
CXCR2,gn4x64,0
CXCR3,gn4x64,0
CXCR4,gn4x64,0
CXCR5,gn4x64,0
CXCR6,gn4x64,0
CX3CR1,gn4x64,0
XCR1,gn4x64,0
ACKR1,gn4x64,0
ACKR2,gn4x64,0
ACKR3,gn4x64,0
ACKR4,gn4x64,0
CCRL2,gn4x64,0
CCR1,gn4x65,0
CCR2,gn4x65,0
CCR3,gn4x65,0
CCR4,gn4x65,0
CCR5,gn4x65,0
CCR6,gn4x65,NA
CCR7,gn4x65,0
CCR8,gn4x65,0
CCR9,gn4x65,0
CCR10,gn4x65,1
CXCR1,gn4x65,2
CXCR2,gn4x65,1
CXCR3,gn4x65,0
CXCR4,gn4x65,0
CXCR5,gn4x65,0
CXCR6,gn4x65,0
CX3CR1,gn4x65,0
XCR1,gn4x65,NA
ACKR1,gn4x65,0
ACKR2,gn4x65,1
ACKR3,gn4x65,0
ACKR4,gn4x65,0
CCRL2,gn4x65,0
CCR1,gnECL2.1,0
CCR2,gnECL2.1,0
CCR3,gnECL2.1,0
CCR4,gnECL2.1,0
CCR5,gnECL2.1,1
CCR6,gnECL2.1,0
CCR7,gnECL2.1,0
CCR8,gnECL2.1,0
CCR9,gnECL2.1,0
CCR10,gnECL2.1,0
CXCR1,gnECL2.1,0
CXCR2,gnECL2.1,0
CXCR3,gnECL2.1,0
CXCR4,gnECL2.1,0
CXCR5,gnECL2.1,0
CXCR6,gnECL2.1,0
CX3CR1,gnECL2.1,0
XCR1,gnECL2.1,0
ACKR1,gnECL2.1,0
ACKR2,gnECL2.1,0
ACKR3,gnECL2.1,0
ACKR4,gnECL2.1,0
CCRL2,gnECL2.1,0
CCR1,gnECL2.2,0
CCR2,gnECL2.2,0
CCR3,gnECL2.2,0
CCR4,gnECL2.2,0
CCR5,gnECL2.2,0
CCR6,gnECL2.2,0
CCR7,gnECL2.2,0
CCR8,gnECL2.2,0
CCR9,gnECL2.2,0
CCR10,gnECL2.2,0
CXCR1,gnECL2.2,1
CXCR2,gnECL2.2,0
CXCR3,gnECL2.2,0
CXCR4,gnECL2.2,0
CXCR5,gnECL2.2,0
CXCR6,gnECL2.2,0
CX3CR1,gnECL2.2,1
XCR1,gnECL2.2,0
ACKR1,gnECL2.2,0
ACKR2,gnECL2.2,0
ACKR3,gnECL2.2,0
ACKR4,gnECL2.2,0
CCRL2,gnECL2.2,0
CCR1,gnECL2.3,0
CCR2,gnECL2.3,0
CCR3,gnECL2.3,0
CCR4,gnECL2.3,0
CCR5,gnECL2.3,0
CCR6,gnECL2.3,1
CCR7,gnECL2.3,0
CCR8,gnECL2.3,0
CCR9,gnECL2.3,0
CCR10,gnECL2.3,0
CXCR1,gnECL2.3,1
CXCR2,gnECL2.3,2
CXCR3,gnECL2.3,0
CXCR4,gnECL2.3,0
CXCR5,gnECL2.3,0
CXCR6,gnECL2.3,0
CX3CR1,gnECL2.3,0
XCR1,gnECL2.3,0
ACKR1,gnECL2.3,0
ACKR2,gnECL2.3,0
ACKR3,gnECL2.3,3
ACKR4,gnECL2.3,0
CCRL2,gnECL2.3,1
CCR1,gnECL2.4,0
CCR2,gnECL2.4,0
CCR3,gnECL2.4,0
CCR4,gnECL2.4,0
CCR5,gnECL2.4,0
CCR6,gnECL2.4,0
CCR7,gnECL2.4,0
CCR8,gnECL2.4,0
CCR9,gnECL2.4,1
CCR10,gnECL2.4,0
CXCR1,gnECL2.4,0
CXCR2,gnECL2.4,0
CXCR3,gnECL2.4,0
CXCR4,gnECL2.4,0
CXCR5,gnECL2.4,0
CXCR6,gnECL2.4,0
CX3CR1,gnECL2.4,1
XCR1,gnECL2.4,0
ACKR1,gnECL2.4,0
ACKR2,gnECL2.4,0
ACKR3,gnECL2.4,0
ACKR4,gnECL2.4,0
CCRL2,gnECL2.4,0
CCR1,gnECL2.5,1
CCR2,gnECL2.5,0
CCR3,gnECL2.5,0
CCR4,gnECL2.5,1
CCR5,gnECL2.5,1
CCR6,gnECL2.5,0
CCR7,gnECL2.5,0
CCR8,gnECL2.5,0
CCR9,gnECL2.5,1
CCR10,gnECL2.5,0
CXCR1,gnECL2.5,2
CXCR2,gnECL2.5,0
CXCR3,gnECL2.5,2
CXCR4,gnECL2.5,0
CXCR5,gnECL2.5,1
CXCR6,gnECL2.5,0
CX3CR1,gnECL2.5,1
XCR1,gnECL2.5,0
ACKR1,gnECL2.5,0
ACKR2,gnECL2.5,0
ACKR3,gnECL2.5,0
ACKR4,gnECL2.5,0
CCRL2,gnECL2.5,0
CCR1,gnECL2.6,0
CCR2,gnECL2.6,0
CCR3,gnECL2.6,0
CCR4,gnECL2.6,1
CCR5,gnECL2.6,1
CCR6,gnECL2.6,0
CCR7,gnECL2.6,0
CCR8,gnECL2.6,0
CCR9,gnECL2.6,0
CCR10,gnECL2.6,0
CXCR1,gnECL2.6,0
CXCR2,gnECL2.6,0
CXCR3,gnECL2.6,1
CXCR4,gnECL2.6,1
CXCR5,gnECL2.6,0
CXCR6,gnECL2.6,1
CX3CR1,gnECL2.6,0
XCR1,gnECL2.6,0
ACKR1,gnECL2.6,0
ACKR2,gnECL2.6,1
ACKR3,gnECL2.6,1
ACKR4,gnECL2.6,0
CCRL2,gnECL2.6,1
CCR1,gnECL2.7,0
CCR2,gnECL2.7,3
CCR3,gnECL2.7,0
CCR4,gnECL2.7,1
CCR5,gnECL2.7,0
CCR6,gnECL2.7,0
CCR7,gnECL2.7,0
CCR8,gnECL2.7,0
CCR9,gnECL2.7,0
CCR10,gnECL2.7,0
CXCR1,gnECL2.7,0
CXCR2,gnECL2.7,0
CXCR3,gnECL2.7,1
CXCR4,gnECL2.7,0
CXCR5,gnECL2.7,1
CXCR6,gnECL2.7,0
CX3CR1,gnECL2.7,NA
XCR1,gnECL2.7,NA
ACKR1,gnECL2.7,NA
ACKR2,gnECL2.7,0
ACKR3,gnECL2.7,0
ACKR4,gnECL2.7,0
CCRL2,gnECL2.7,0
CCR1,gnECL2.8,0
CCR2,gnECL2.8,0
CCR3,gnECL2.8,0
CCR4,gnECL2.8,0
CCR5,gnECL2.8,0
CCR6,gnECL2.8,0
CCR7,gnECL2.8,0
CCR8,gnECL2.8,0
CCR9,gnECL2.8,0
CCR10,gnECL2.8,0
CXCR1,gnECL2.8,0
CXCR2,gnECL2.8,1
CXCR3,gnECL2.8,0
CXCR4,gnECL2.8,1
CXCR5,gnECL2.8,0
CXCR6,gnECL2.8,0
CX3CR1,gnECL2.8,NA
XCR1,gnECL2.8,NA
ACKR1,gnECL2.8,NA
ACKR2,gnECL2.8,0
ACKR3,gnECL2.8,0
ACKR4,gnECL2.8,NA
CCRL2,gnECL2.8,0
CCR1,gnECL2.9,0
CCR2,gnECL2.9,0
CCR3,gnECL2.9,0
CCR4,gnECL2.9,0
CCR5,gnECL2.9,0
CCR6,gnECL2.9,2
CCR7,gnECL2.9,0
CCR8,gnECL2.9,0
CCR9,gnECL2.9,0
CCR10,gnECL2.9,0
CXCR1,gnECL2.9,0
CXCR2,gnECL2.9,0
CXCR3,gnECL2.9,1
CXCR4,gnECL2.9,0
CXCR5,gnECL2.9,0
CXCR6,gnECL2.9,0
CX3CR1,gnECL2.9,NA
XCR1,gnECL2.9,NA
ACKR1,gnECL2.9,NA
ACKR2,gnECL2.9,0
ACKR3,gnECL2.9,0
ACKR4,gnECL2.9,NA
CCRL2,gnECL2.9,1
CCR1,gnECL2.10,2
CCR2,gnECL2.10,0
CCR3,gnECL2.10,0
CCR4,gnECL2.10,0
CCR5,gnECL2.10,0
CCR6,gnECL2.10,0
CCR7,gnECL2.10,2
CCR8,gnECL2.10,0
CCR9,gnECL2.10,0
CCR10,gnECL2.10,0
CXCR1,gnECL2.10,0
CXCR2,gnECL2.10,1
CXCR3,gnECL2.10,0
CXCR4,gnECL2.10,1
CXCR5,gnECL2.10,0
CXCR6,gnECL2.10,NA
CX3CR1,gnECL2.10,NA
XCR1,gnECL2.10,NA
ACKR1,gnECL2.10,NA
ACKR2,gnECL2.10,0
ACKR3,gnECL2.10,2
ACKR4,gnECL2.10,NA
CCRL2,gnECL2.10,0
CCR1,gnECL2.11,NA
CCR2,gnECL2.11,NA
CCR3,gnECL2.11,NA
CCR4,gnECL2.11,NA
CCR5,gnECL2.11,NA
CCR6,gnECL2.11,NA
CCR7,gnECL2.11,0
CCR8,gnECL2.11,NA
CCR9,gnECL2.11,NA
CCR10,gnECL2.11,NA
CXCR1,gnECL2.11,0
CXCR2,gnECL2.11,0
CXCR3,gnECL2.11,0
CXCR4,gnECL2.11,NA
CXCR5,gnECL2.11,0
CXCR6,gnECL2.11,NA
CX3CR1,gnECL2.11,NA
XCR1,gnECL2.11,NA
ACKR1,gnECL2.11,NA
ACKR2,gnECL2.11,0
ACKR3,gnECL2.11,1
ACKR4,gnECL2.11,NA
CCRL2,gnECL2.11,NA
CCR1,gnECL2.12,NA
CCR2,gnECL2.12,NA
CCR3,gnECL2.12,NA
CCR4,gnECL2.12,NA
CCR5,gnECL2.12,NA
CCR6,gnECL2.12,NA
CCR7,gnECL2.12,1
CCR8,gnECL2.12,NA
CCR9,gnECL2.12,NA
CCR10,gnECL2.12,NA
CXCR1,gnECL2.12,NA
CXCR2,gnECL2.12,NA
CXCR3,gnECL2.12,0
CXCR4,gnECL2.12,NA
CXCR5,gnECL2.12,0
CXCR6,gnECL2.12,NA
CX3CR1,gnECL2.12,NA
XCR1,gnECL2.12,NA
ACKR1,gnECL2.12,NA
ACKR2,gnECL2.12,NA
ACKR3,gnECL2.12,0
ACKR4,gnECL2.12,NA
CCRL2,gnECL2.12,NA
CCR1,gnECL2.13,NA
CCR2,gnECL2.13,NA
CCR3,gnECL2.13,NA
CCR4,gnECL2.13,NA
CCR5,gnECL2.13,NA
CCR6,gnECL2.13,NA
CCR7,gnECL2.13,NA
CCR8,gnECL2.13,NA
