chemokine,chemokine_alternate_name,gpcr,PMID,author_date_journal,data_synopsis,binding_kd_ki_nm,binding_ec50_ic50_nm,signaling_ec50_ic50_nm,chemotaxis_ec50_ic50_nm,chemotaxis_max_nm,data_comment,ligand_type,interaction_strength,evidence_grade,other_comment
CCL8,MCP-2,CCR2,28536301,"Huma, et al, 2017. Sci Signal","""The three chemokines induced recruitment of _-arr2 with different potencies and statistically significantly different maximal effects, Emax (P < 0.01; Fig. 1A and Table 1); relative to MCP-1 [CCL2], the Emax values of MCP-2 [CCL8] and MCP-3 [CCL7] were 23 ± 3% and 56 ± 4%, respectively. In the two amplified signaling assays, the three chemokines exhibited the same maximal effects but statistically significantly different potencies and higher potencies than in the _-arr2 assay (Fig. 1, B and C, and Table 1). The order of potencies between the three agonists in the amplified assays was the same as the order of their maximal effects in the proximal assay. Moreover, the same rank order of binding affinities was also observed in a radioligand-binding assay (Fig. 1D and Table 1). These results are in agreement with the effects of MCP chemokines reported previously (13)""; Table 1 Barr pEC50 = 7.24nM; cAMP inhibition pEC50 = 7.34nM; ERK1/2 phosphorylation pEC50 7.58nM; binding assay pKi: 8.88nM",1.31,,57.5,,,Binding assay: competition; Binding ligand: 125I-CCL2; Binding cells: Flp-In T-Rex 293 cells; Signaling assay: Barr-2 recruitment BRET (expressing CCR2-RLuc8 and _-arr2–YFP) and cAMP inhibition; Signaling cells: Flp-In T-Rex 293 cells,agonist,3,A,"EC50, Ki, etc values in table calculated from reported pEC50, pKi by taking 10^(-pEC50) or 10^(-pKi); Functional value listed in cAMP inhibition EC50 which is lowest (most potent) among those listed; data suggests that CCL8 is a partial CCR2 agonist relative to CCL2"
CCL8,MCP-2,CCR2,12554737,"Luttichau, et al. 2003. J Biol Chem","""we observed that 125I-MCP-2 [CCL8] did specifically bind to CCR2B/ 293 cells (3 ± 1 nM, Fig. 4A), although the binding affinity of 125I-MCP-2 to CCR2B/293 cells was relatively lower than that of 125I-MCP-1 [CCL2] (0.5 ± 0.1 nM, Fig. 4B)""; ""CCR2B/293 cells showed highly reproducible and potent chemotactic responses to MCP-2 [CCL8] as well as to MCP-1 [CCL2] and MCP-3 [CCL7] (Fig. 3B)""",3,,,,12,Binding assay: competition; Binding ligand: 125I-CCL8; Binding cells: transfected HEK293; Chemotaxis assay: transwell; Chemotaxis cells: transfected HEK293,agonist,3,A,Max chemotaxis concentration extrapolated from Fig. 3B
CCL8,MCP-2,CCR3,19224633,"Struyf, et al. 2009. Eur J Immunol","""It was found that for intact MCP-2/CCL8 the minimal effective concentration to induce a significant receptor-mediated increase in [Ca2+]i was 300, 30, 50, and 30g/mL for CCR1, CCR2, CCR3, and CCR5, respectively""",,,,,,Signaling assay: calcium flux; Signaling cells: transfected K562 cells,agonist,ND,C,
CCL8,MCP-2,CCR3,9005985,"Heath, et al. 1997. J Clin Invest","""We tested mAb 7B11 for its ability to inhibit 125I-labeled- eotaxin [CCL11], -RANTES [CCL5], -MCP-2 [CCL8], and -MCP-3 [CCL7] binding to CCR3 transfectants. mAb 7B11 completely inhibited binding of 125I-labeled eotaxin [CCL11] to the transfectants (Fig. 1 C), and this inhibition was as efficient as that obtained with 100 nM cold eotaxin [CCL11]. This indicated that mAb 7B11 was able to completely block eotaxin binding to CCR3. This mAb also completely inhibited 125I-labeled RANTES [CCL5], 125I-labeled MCP-3 [CCL7] and 125I-labeled MCP-2 [CCL8] binding to CCR3 transfectants (Fig. 1 C), indicating that the epitope recognized by 7B11 was involved in the binding of numerous CC chemokines""; ""Eotaxin [CCL11], RANTES [CCL5], MCP-2 [CCL8], MCP-3 [CCL7] and MCP-4 [CCL13] induce changes in [Ca2+]i by human eosinophils (25, 26). To examine the agonist/antagonist function of mAb 7B11, eosinophils were assessed for [Ca2+]i after injection of mAb 7B11, or an irrelevant control mAb. Eosinophils incubated with the irrelevant mAb still produced changes in [Ca2+]i after injection of optimal amounts of eotaxin [CCL11], RANTES [CCL5], MCP-2 [CCL2], MCP-3 [CCL7] and MCP-4 [CCL13] (Fig. 4, top panels). C5a, a potent stimulator of eosinophil [Ca2+]i, was used as a control.Eosinophils incubated with 6.4 mg/ml of 7B11 mAb for 40 s were unable to respond to eotaxin [CCL11], RANTES [CCL5], MCP-2 [CCL8], MCP-3 [CCL7] or MCP-4 [CCL13] (Fig. 4, bottom panels)""",,,,,,Binding assay: competition; Binding ligand: CCR3-specific mAb and 125I-CCL8; Binding cells: transfected L1.2 cells; Signaling assay: calcium flux inhibition by CCR3-specific antibody; Signaling cells: human eosinophils,agonist,ND,C,Binding assay uses CCR3-specific mAb to outcompete 125I-CCL8 on CCR3-transfected cells; Signaling assay uses same antibody to inhibit CCL8-induced calcium flux on human eosinophils 
CCL8,MCP-2,CCR3,9276730,"Uguccioni, et al. 1997. J Clin Invest","""As illustrated in Fig. 3, anti-CCR3 abrogated histamine release induced by eotaxin, and decreased the effect of RANTES and, to a lesser extent, of MCP-2, MCP-3, and MCP-4""",,,,,,Functional assay: histamine release from basophils before and after anti-CCR3 antibody treatment,agonist,ND,D,Data considered indirect because it moniters a downstream signaling response (histamine release)
CCL8,MCP-2,CCR5,9790730,"Ruffing, et al. 1998. Cell Immunol","""The ligand-binding properties of the murine pre-B lymphoma line, L1.2, stably expressing transfected human CCR5 were examined using various chemokines (Fig. 1)...the rank order of binding affinities is RANTES [CCL5] (Ki 0.22 nM) > MIP-1b [CCL4] (0.43 nM) > MCP-2 [CCL8] (0.51 nM) > MCP-4 [CCL13] (0.82 nM) > MIP-1a (1.3 nM). Importantly, CCR5 mAb 2D7 inhibited 125I-MCP-2 [CCL8]""; ""MIP-1a [CCL3], MIP-1b [CCL4], RANTES [CCL5], and MCP-2 [CCL8] all effectively caused a chemotactic response in CCR5/L1.2 cells. The dose–response curves for these chemokines were similar, but the max- imum response to RANTES [CCL5] was observed around 1–5 nM, whereas the maximum response to MCP-2 [CCL8] was around 5–10 nM (Fig. 2)""",0.51,,,,5,Binding assay: competition; Binding ligand: 125I-CCL8; Binding cells: transfected L1.2 cells; Chemotaxis assay: transwell; Chemotaxis cells: transfected L1.2 cells,agonist,3,A,
CCL8,MCP-2,CCR7,9153236,"Yoshida, et al. 1997. J Biol Chem","""As shown in Fig.6, by displacement experiments, ELC [CCL19]-Flag fully competed with ELC [CCL19]-SEAP for EBI1 [CCR7] with an IC50 of 18 nm. In contrast, no other CC chemokines such as MCP-1 [CCL2] (66, 67), MCP-2 [CCL8] (63), MCP-3 [CCL7] (64), eotaxin [CCL11] (30), MIP-1_/LD78_ [CCL3/CCL3L1] (62), MIP-1_ [CCL4] (60), RANTES [CCL5] (61), TARC [CCL17] (53), and LARC [CCL20] (38) were capable of competing with ECL[sic][CCL19]-SEAP for EBI1 [CCR7] (Fig. 6 B). These results indicated that ELC [CCL19] is a highly specific high affinity ligand for EBI1 [CCR7]""",,,,,,Binding assay: competition (single point); Binding ligand: CCL19-SEAP; Binding cells: stably transfected K562 cells,no interaction,0,C,"Chemokines tested at single dose (200nM): ""displacement of ELC-SEAP by other chemokines. K562 cells stably transfected with EBI1 (2 _ 105 cells) were incubated at 16 °C for 1 h with 1 nm of ELC-SEAP in the presence of indicated chemokines at 200 nm"""
CCL8,MCP-2,ACKR1,15358176,"Gardner, et al. 1994. Biochem Biophys Res Commun","""the ability of heterologous unlabelled chemokines to displace specific 125I-CXCL-8 binding was examined. In these cross-competition experiments 125I-CXCL-8 was incubated with erythrocytes in the presence of increasing concentrations of 30 different chemokines over the range 0.1 to 1000 nM...chemokines could be classified into three categories: those that showed strong binding (Ki < 100 nM), weak binding (Ki 100 nM–1 lM), and no binding (Ki > 1 lM) (Table 1)""; CCL8 (MCP-2) Ki 151.0nM (Table 1) (PMID 15358176).",151,,,,,Binding assay: competition; Binding ligand: 125I-CXCL8,ND,2,A,
CCL8,MCP-2,ACKR2,9405404,"Nibbs, et al. 1997. J Biol Chem","""Ligand displacement analysis was performed on CHO cells stably expressing hD6 [ACKR2], and the data from these studies are outlined in Fig. 3,A and B and summarized in TableI""",0.768,,,,,Binding assay: competition; Binding cells: transfected CHO cells; Binding ligand: 125I-CCL3 (murine),ND,3,A,
CCL8,MCP-2,ACKR2,37153591,"Szpakowska, et al. 2023. Front Immunol","""Supplementary Figure 1. ACKR2 activation by different ligands. _-arrestin-1 recruitment to ACKR2 induced by known and the newly proposed ligands such as CCL26,  CXCL2 and CXCL10 monitored by Nanoluciferase complementation assay (NanoBiT). CXCL1 was used as negative control""",,,,,,Signaling assay: NanoBiT B-arrestin recruitment; Signaling cells: transfected HEK293T,agonist,3,A,"Concentration-dependent B-arrestin recruitment observed (""A""-level evidence; Supp. Table 1). While EC50 not listed for this ligand, can be approximated from figure (Supp. Figure 1) as ~1nM"
CCL8,MCP-2,ACKR4,32480426,"Meyrath, et al. 2021. J Leukoc Biol","""systematic screening program aiming at reassessing the agonist activity of the 43 human chemokines (24 CCLs, 16 CXCLs, 2 XCLs, and 1 CX3CL) and 2 viral chemokines (vCCL1 and vCCL2) toward ACKR4, by monitoring _-arrestin recruitment to the receptor using a highly sensitive Nanoluciferase complementation-based assay (NanoBiT) (Fig. 1A).20–22 In agreement with the initial description by Matti and co-authors, our systematic analysis also identified CCL20 as an ACKR4 ligand capable of inducing _-arrestin-1 and _-arrestin-2 recruitment to the receptor and behaving as a partial agonist (80% efficacy) with a potency (EC50 = 42 nM) somewhat lower than potencies observed for CCL19 (EC50 = 3 nM), CCL21 (EC50 = 5 nM), and CCL25 (EC50 = 24 nM) (Fig. 1B)""",,,,,,Signaling assay:  _-arrestin recruitment using NanoBiT; Signaling cells: U87 cells,no interaction,0,C,"Note that this paper performs both single point assays with ligands at 100nM (43 chemokines) and dose-response assays (9 chemokines, 7 of which are native human chemokines); Evidence Grade ""C"" for this ligand because conclusion of ""no interaction"" derived from single concentration point"
CCL11,Eotaxin-1,CCR1,9685332,"Pease, et al. 1998. J Biol Chem","""Consistent with previous reports, after transfection with the CCR1 expression plasmid, approximately 50% of clones tested responded to MIP-1a [CCL3] at low nanomolar concentrations in a calcium flux assay, but none responded to eotaxin [CCL11]""; ""Clone 1 expressing CCR1 exhibited spe- cific binding for MIP-1a [CCL3] (Fig. 1F), but specific eotaxin binding was not detected on the same cells using 0.25 nM 125I-eotaxin [CCL11] and 200 nM unlabeled eotaxin as probes (data not shown)""",,,,,,Signaling assay: calcium flux; Signaling cells: mouse pre-B cells,no interaction,0,C,No activity of CCL11 at 100nM on CCR1-expressing cells
CCL11,Eotaxin-1,CCR2,11264152,"Ogilvie, et al. 2001. Blood","""The effects of eotaxin [CCL11] were further explored by receptor binding and functional studies. Eotaxin competed for the binding of 125I-MCP-1 [CCL2] on monocytes and CCR2b-transfected cells (Figure4). The ligand displacement curves were parallel to those obtained with unlabeled MCP-1 [CCL2], but the affinity of eotaxin [CCL11] was about 2 orders of magnitude lower than that of the CCR2 selective agonist. This difference is in agreement with the moderate potency of eotaxin [CCL11] as inhibitor of [Ca++]imobilization induced by MCP-1 [CCL2]. Migration and enzyme release assays were performed to assess further the effects of eotaxin on monocyte functions. Pretreatment of monocytes with eotaxin [CCL11] inhibited MCP-1 [CCL2]-elicited chemotaxis and N-acetyl-_-D-glucosaminidase release in a concentration-dependent manner with half-maximal effects between 100 and 300 nM (Figure 5). In agreement with the former evidence, eotaxin was devoid of agonistic activity. The competition for MCP-1 [CCL2] binding and the inhibition of MCP-1 [CCL2]-induced responses, which were obtained in a similar concentration range, indicate again that eotaxin is a CCR2 antagonist.""",,,,,,Binding assay: compeitition; Binding ligand: 125I-CCL2; Binding cells: transfected CHO cells; Chemotaxis assay: transwell; Chemotaxis cells: monocytes,antagonist,1,C,"Specific parameters not determined/listed; Binding IC50 ~1uM by eye based on Fig. 4B, hence Interaction Strength 1"
CCL11,Eotaxin-1,CCR2,11559700,"Martinelli, et al. 2001. J Biol Chem","""Binding assays performed using 125I-radiolabeled eotaxin [CCL11] showed that 125I-eotaxin [CCL11] bound to CCR2b with a Kd of 7.50 nM, compared with a higher affinity Kd of 1.68 nM at CCR3 (Fig. 5, A and C)""; ""Whereas MCP-1 [CCL2] was able to induce chemotaxis via CCR2b at subnanomolar concentrations, eotaxin [CCL11] was only efficacious at the relatively high concentration of 1 uM, despite being able to bind to CCR2 with a low nanomolar affinity""; ""Fig. 6B shows that low concentrations of eotaxin [CCL11] were sufficient to inhibit MCP-1 [CCL2]-induced chemotaxis in a concentration-dependent manner""; Viewed as a whole, we conclude that eotaxin [CCL11] is a partial agonist of CCR2, being active in inducing chemotaxis at high concentrations yet inhibiting processes via the same receptor at low concentrations""""",7.5,,,,,Binding assay: compeitition; Binding ligand: 125I-CCL11 (0.1nM); Binding cells: stably transfected murine pre-B cells; Chemotaxis assay: transwell; Chemotaxis cells: stably transfected murine pre-B cells,agonist,3,A,"The paper calls CCL11 a partial agonist, but we are not differentiating between partial and full agonists in this table. Note that despite being called an agonist here and a partial agonist in the paper, it blocks CCL2-mediated CCR2 stimulation at nanomolar concentrations, and thus this is likely to be its predominant mechanism of action at CCR2"
CCL11,Eotaxin-1,CCR2,15207250,"Parody, et al. 2004. Cytokine","""we measured the apparent affinities of the eotaxin group chemokines for CCR2. As shown in Fig. 3B, eotaxin-1 [CCL11], eotaxin-2 [CCL24], and eotaxin-3 [CCL26] inhibit binding of radiolabeled MCP-1 [CCL2] to CHO-CCR2 cells with IC50 values of 20 ± 2 nM, 580 ± 80 nM, and 3.0 ± 0.1 nM, respectively (Table 1)""; ""eotaxin-1 [CCL11] induced a calcium transient with an estimated EC50 in the range 100-400 nM (Figs. 2B and 4C; Table 1); again the maximal flux signal may lie outside the concentration range tested""",,20,,,,Binding assay: competition; Binding ligand: 125I-CCL2; Binding cells: CHO-CCR2 cells; Signaling assay: calcium flux; Signaling cells: CHO-CCR2 cells,agonist,3,A,"As with Martinelli, et al. 2001, despite having high affinity based on binding IC50, activity is very weak; as such CCL11 is most appropriately called a weak partial agonist or an antagonist when considering low, nanomolar concentrations"
CCL11,Eotaxin-1,CCR3,8642344,"Daugherty, et al. 1996. J Exp Med","""Competition binding studies were performed with 125I-eotaxin [CCL11] on clone 3.16 in order to characterize the pharmacological properties of CC CKR3. As shown in Fig. 3 a and Table 1, unlabeled human and murine eotaxin [CCL11] both competed with Kd of 0.1 nM""; ""As shown in Fig. 4, eotaxin [CCL11] and RANTES [CCL5] induced Ca2+-fluxes in cells expressing the receptor with ED50s of 0.3 and 10 nM, values consistent with their binding affinities.""",0.1,,0.3,,,Binding assay: competition; Binding ligand: 125I-CCL11; Binding cells: transfected AML14.3010 cells; Signaling assay: calcium flux; Signaling cells:  transfected AML14.3010 cells,agonist,3,A,
CCL11,Eotaxin-1,CCR5,10477718,"Blanpain, et al. 1999. Blood","""We investigated the ability of all CC-chemokines available to date to compete for [125I]-MIP-1_ [CCL4] binding on CCR5 by using a CHO-K1 cell line stably expressing the receptor...In addition to the three classical ligands of CCR5, MIP-1_ [CCL3], MIP-1_ [CCL4], and RANTES [CCL5], five additional chemokines (MCP-1 [CCL2], MCP-2 [CCL8], MCP-3 [CCL7], MCP-4 [CCL13], and eotaxin [CCL11]) did compete for the binding of the tracer and inhibited 80% to 100% of MIP-1_ [CCL4] binding at 200 nmol/L. For these ligands, competition binding curves were established (Fig1), allowing the determination of binding affinity parameters (Table 1)""; ""The chemokines binding CCR5 with high affinities (IC50 < 1 nmol/L) activated the receptor with high potency (Fig 2A)...For the low-affinity ligands MCP-1 [CCL2] and eotaxin [CCL11], although mild stimulation of the receptor was observed at the highest concentration tested (500 nM), a full dose response could not be established, and the EC50 was estimated as in excess of 500 nmol/L (Table 1)""",,19,,,,Binding assay: competition; Binding ligand: 125I-CCL4; Binding cells: transfected CHO-K1 cells; Signaling assay: aequorin-baed calcium flux assay; Signaling cells: CHO-K1 cells,agonist,3,A,"Binding reported as pIC50 (CCL11 pIC50 7.72) - obtained IC50 by taking 10^(-7.72) = 19nM; note that only mild calcium flux at 500nM, CCL11 may be a wek partial CCR5 agonist"
CCL11,Eotaxin-1,CCR6,9294137,"Power, et al. 1995. J Bio Chem","""As shown in Fig. 7,A, preexposure of cells to 1 _M concentrations of IL-8 [CXCL8], GRO_ [CXCL1], NAP-2 [CXCL7], or IP-10 [CXCL10] had no significant effect on the calcium signal induced by 100 nM MIP-3_ (n = 4). Preincubation with 500 nM to 1 _M concentrations of nine human CC chemokines (MCP-1 [CCL2], MIP-1_ [CCL3], MIP-1_ [CCL4], MIP-5 [CCL15], RANTES [CCL5], eotaxin [CCL11], HCC-1 [CCL14], I-309 [CCL1], and fractalkine [CX3CL1]), also had no effect significant on MIP-3_ [CCL20]–induced calcium responses (n = 4; see Fig. 7,B), although preincubation with both 1 _M RANTES [CCL5] and 1 _M HCC-1 [CCL14] did decrease the MIP-3_ [CCL20]–induced calcium response in two out of four experiments. Indeed, only preincubation with 1 _M MIP-3_ [CCL20] led to a significant decrease in MIP-3_ [CCL20]–induced calcium responses""",,,,,,Signaling assay: desenitization assay (reduction in calcium-flux after CCL20 stimulation following initial treatment with indicated chemokine); Signaling cells: transiently transfected HEK293,no interaction,0,D,
